,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
519,linonging,陳立農 ♡,,586,746,272197,251,"A source tells CNN that Nicki Minaj was not invited to the White House to discuss her concerns over the COVID-19 vaccine.

Instead, she was offered a phone call with one of their doctors to answer questions she has about the safety and effectiveness of the vaccine. https://t.co/paBQYsetSF",[]
520,LauraleeDukesh1,Mom. Wife. Family doctor. she/her,Vancouver Island,537,779,10428,366,"Sounds like Albertans will be getting the ""I Can't Believe It's Not A Vaccine Passport"" passport, thanks to the ""I Can't Believe They're The Government"" government. #ableg #covidAB",[]
521,ALREADYHOMELDOO,,"Laredo, TX",1073,41,6709,3,Getting the vaccine next week 🤞🏾,[]
522,IwasatBeychella,I left Brooklyn. I’m better than OK.,"New Jersey, USA",892,169,13264,294,"“As we have with others, we offered a call with Nicki Minaj and one of our doctors to answer questions she has about the safety and effectiveness of the vaccine,” a White House official says. https://t.co/WYvfjqV9qr",[]
523,KurtSchaefer18,"I live outside the box, come visit. 
Act 3 made possible by @KenzieAcademy. 
se-april-2020 cohort.",Chicagoland,325,100,1696,0,"@nhlamulo_i @MaClark71772093 @LinusAlso @Shenekaaa @NICKIMINAJ @thereidout @JoyAnnReid Are you suggesting that it was not her intention to imply that the vaccine was responsible for the swollen testes?
Because that's ludicrous",[]
524,Heinedk,"Copenhagen, forgiven by amazing grace, enjoys cycling+ hiking. Linking and retweeting isn't equal to endorsement!",,413,130,23689,220,"WHO 15 June 2021:

“We have 𝐥𝐨𝐰 𝐜𝐨𝐧𝐟𝐢𝐝𝐞𝐧𝐜𝐞 in the quality of evidence 𝐭𝐡𝐚𝐭 𝐭𝐡𝐞 𝐫𝐢𝐬𝐤 𝐨𝐟 𝐬𝐞𝐫𝐢𝐨𝐮𝐬 𝐚𝐝𝐯𝐞𝐫𝐬𝐞 𝐞𝐯𝐞𝐧𝐭𝐬 𝐢𝐧 𝐜𝐡𝐢𝐥𝐝𝐫𝐞𝐧 (𝐚𝐠𝐞𝐝 𝟏𝟐–𝟏𝟓 𝐲𝐞𝐚𝐫𝐬) 𝐟𝐨𝐥𝐥𝐨𝐰𝐢𝐧𝐠 𝟏 or 2 𝐝𝐨𝐬𝐞s of BNT162b2 vaccine 𝐢𝐬 𝐥𝐨𝐰” https://t.co/byLjQ8eUqX",[]
525,ShelbyUrista,I drink and I know things.,Bay Area,683,194,16128,91,"i love doing ""liberal gatekeeping"" which is to try and stop more vaccine misinformation from spreading at a time when ICUs are filling up with people who refuse to take a safe and free vaccine. also, yes tucker carlson is a white nationalist. https://t.co/lFFuWBhOKL",[]
526,JorkolSheila,"Wife 
Mother
Grandmother
Christian
Conservative","Illinois, USA",873,901,32316,1858,Lieutenant Colonel resigns over Biden's vaccine mandate as forfeits pension after serving 19 years | Daily Mail Online https://t.co/uwYgw0huR1,[]
527,SEdwardHolland,I am a scientist & @The_NewLiberals Candidate for Forde in the upcoming Federal election. I believe in creating a strong & honest government. #auspol #TNL,Auth. S. Holland. 07 5638 1290,1560,818,5773,0,"Just think what this country would be like if, instead of wasting billions on nuclear subs, we invested in education, vaccine manufacturing, science, &amp; everyday people who want to make Australia better.

Please support my GFM: https://t.co/NsEhUHWLqt.

#TNL #TNL4Forde #ByeByeBert","['TNL', 'TNL4Forde', 'ByeByeBert']"
528,lindseyhgreen,"Comedian Artist Writer Model Poet Activist Entrep | Feminist | LGBT | BLM | UBI | Free Med,Transit,Edu, Housing,Abortion | Decrim Pros&Drugs | Mandate Vaccines","Earth, for now",78,47,4506,2808,Please stop saying the vaccine doesn't have severe side effects. I took my shots and now I'm alive and have to keep working,[]
529,blacktyslave,I just recently love Katy. Give me some love,,112,54,571,1,"@katysprism Its time to educate people about vaccine

1. Getting vaccine does not mean you wont get covid
2. Vaccine will prevent extreme symptoms or death for that matter to happen
3. Vaccine will help in breaking transmission",[]
530,nestedlog,"100% Pro-Science.
State the truth, why it matters.
Go straight internet with streaming.
Save a fortune, deprive FOX of your $$.
The GQP must be destroyed.",🍌 Shangri-la,773,319,122485,694,"1. So I watched hours of footage from recent Christian nationalist gatherings.

Turns out, their new message encourages devotees to attend school board meetings and preach a mix of Christian nationalism, QAnon &amp; intense opposition to mask/vaccine mandates. https://t.co/ZiRe4uMz5P",[]
531,b4freedom1,,,346,43,11671,509,"LA county, where I live, has now imposed vaccine mandates a day after Newsom survived a recall which obtained 1.7 million verified signatures to initiate. Predictable revenge on the people.",[]
532,Ar_De_122,"Utter disdain for deliberate ignorance.  Vaccinated. The word UNIQUE cannot be modified.  Very unique is not a thing... I hate pronouns all
to hell and back.",,322,101,8316,17,"Russia &amp; US have highest shares of COVID vaccine skeptics.

#GraphicTruth @gzeromedia
https://t.co/rzrFZJNn6l",['GraphicTruth']
533,benbaca2015,,,4998,223,238584,16,"so when Nicki Manaj claims the COVID vaccine causes impotence....the White House reaction is to....call her

White House offers Nicki Minaj call to answer vaccine Qs

https://t.co/a5iWHyzMkw",[]
534,NonaTembam,if you hate : MinoIrene | ChanyeolRosé | BrightWin | JaehyunDoyoung | XiCheng : then go away !,,120,295,3838,269,"210916 Sehun 💌

“Those people who are working, those people who are studying”
“It’ll be lunch time in a bit”
“I got my vaccine yesterday so I’m resting”
“My arm is slightly aching (he said this cutely🥺) but I don’t have a fever” 

Rest well Sehunnie 🥰🧡",[]
535,tdremalik,You bout to see a loooot of @NICKIMINAJ,Nicki Minaj’s Closet,282,295,5639,817,"i hope this situation opens everyone’s eyes to the fact that THERE IS AN AGENDA.

the government wants to push the vaccine as much as possible &amp; anyone in their way will be censored. nicki minaj did not downplay the effectiveness of the vaccine, just asked questions. OPEN UR EYES",[]
536,CATHERINENEVER2,#BidenHarris💙Health Care is a Human Right Biologist Mum Wife Sickle Cell ♿️ KeepItBlueIn22 💝Vets 🛑Racist Doctors V🅾️TE #FBR Wear😷 V🅰️❎💉🛑No DMs ❌DM,"Ile-de-France, France",14052,14263,84930,13,"In the 1970s, there were tens of thousands of cases of measles. By 2005, after the measles vaccine became mandatory, there were 66. Vaccine mandates work. https://t.co/BkHBoc3J2H",[]
537,AndrewKChannel,"A CYW,  Youtube Reactor, Biggest Sliders FB fan page, INFJ, Rebel, Human rights defender, Empath, Spiritual enrichment of myself and others is my purpose.",Canada,1663,277,14564,0,@TheMarieOakes @jamie_blom Alberta Supreme Court already struck down the lockdown and vaccine mandates. Kenny is a criminal.,[]
538,rockdrummer84,Rock Drummer,,24,0,3,0,"@POTUS Tell me why Congress doe not have a vaccine mandate?? If everyone else has to then why do they get to choose. Your COVID plan is going to make more jobs go away , you say you care but you don’t give a rats ass !",[]
539,LaurieF40431180,"Voting is an American Right
No DM please. 
#endthefibusternow

Wear your damn mask

#resist 
#resistance
#blm
#asianhatecrimesrtrumpsfault
#peace ☮️",,923,808,25225,0,"I’m pretty sure Covid causes the ball problem, not the vaccine. He’s a tool with a ridiculous haircut https://t.co/e2t3Vza5X7",[]
540,craiglyns,Nana to five under eight.  3 adorable boys and 2 adorable girls. Blessed❤️❤️❤️💖💖,Canada,193,83,21987,20,"Pittsburgh CBP officers seize fake COVID vaccine cards shipped from China
https://t.co/HO45efYLVw",[]
541,DavidOry,Data analyst; cinephile; bookworm. #RESIST #BlackLivesMatter #StopTheRepublicanRecall 🛑 #KeepCaliforniaBlue,"Temecula, CA",1313,481,65491,4677,"Congratulations Governor @GavinNewsom on defeating the recall. This vote is a resounding win for the approach that he and I share to beating the pandemic: strong vaccine requirements, steps to reopen schools safely, and plans to help those who get sick.",[]
542,jnrosenstein,Conservative; NRA; Computer Programmer; retired,"Colorado, USA",185,69,26827,3782,"You know why people are reluctant to get the vaccine? 

Because they don’t trust Fauci.",[]
543,MovesBullish,"🇨🇦

Exposing Truth. 

Canadian and Global Politics, Stock Trading, Data Analytics, COVID Research & Satire.

Opinions my own. RT≠endorsement",,1407,117,1471,5728,"According to a new pre-print study, boys between the ages of 12 and 15, with no underlying medical conditions, were four to six times more likely to be diagnosed with vaccine-related myocarditis than they were to be hospitalized with COVID.

https://t.co/sTHHc3u1P6",[]
544,JaneFort3,"Sou Extrovertida, simples, hora realista, hora sonhadora, amante da Natureza, gosto de gente e de bichos.",,231,304,10982,0,"@Mrmario1 @jannyEVADER @NICKIMINAJ @QueenMenage Here in Brazil vaccination is now more advanced than in the USA, I think there is a lot of fake news about the vaccine. Everyone I know who's been vaccinated is doing well.",[]
545,BoozerDalton,I am always there for others.,,887,2,1150,2551,Anything but the vaccine 🤷🏼 https://t.co/chVc9VmLVo,[]
546,LarryNeufeldSK,"Organizer for change on #sustainability, #democracy, #renewables, #basicincome and fighting the #climatecrisis @basicincomecdn @envirodefence @fairvotecanada",,1949,1071,15112,0,@TracyZam of @SUNnurses speaking to @CityofRegina council.  This is what our premier has brought us to with COVID-19 and our hospitals with his callous disregard for the lives of healthcare workers &amp; the public in #Saskatchewan with no masks &amp; no vaccine mandates for the province https://t.co/c8p43AySai,['Saskatchewan']
547,mountainfoxsun,Industrial Design. I’m living in Melbourne Australia,Australia,1685,236,8062,1989,"JUST IN - Moderna now says the protection of their #COVID19 vaccine wanes, too. Makes case for booster shots based on ""new data"" (Reuters)",['COVID19']
548,__Myleshigh,Habitual line stepper. Professional +1. Part time grill master. Part time emotional support person.,"South Park, CO",240,209,4725,187,"At this rate, Nicki Minaj is on track to become the 2024 Republican Presidential nominee…

✅ Defends rapists
✅ Spreads vaccine disinfo
✅ Lies about social media ""censorship""",[]
549,WillardHall13,,,1,0,4,93,"i love doing ""liberal gatekeeping"" which is to try and stop more vaccine misinformation from spreading at a time when ICUs are filling up with people who refuse to take a safe and free vaccine. also, yes tucker carlson is a white nationalist. https://t.co/lFFuWBhOKL",[]
550,1_mexican_gurl,I am the diversity|sc:queen.isdaly,,304,69,1518,8828,i got the vaccine the minute i was allowed i would never “””do my own research” i failed 11th grade biology 3 times,[]
551,alex_n_boyd,Alberta-based national reporter for @TorontoStar. aboyd@thestar.ca,"Calgary, Alberta",2439,4618,9564,0,"Here's the nuts and bolts of what was just announced in Alberta, from my colleague @kieranleavitt https://t.co/N3mHRBUwWp",[]
552,Mus1c_Ninja,He/Him/His (cis) | 19 | Just a broke college student | Sex positive | Knowledge can only carry you so far. It is up to you to take the first step. - Ozpin V1C3,,2468,87,17684,93,"i love doing ""liberal gatekeeping"" which is to try and stop more vaccine misinformation from spreading at a time when ICUs are filling up with people who refuse to take a safe and free vaccine. also, yes tucker carlson is a white nationalist. https://t.co/lFFuWBhOKL",[]
553,DontVoteSplit,"Profile changed after creepy targeted harassment 
#DontSplitTheVote",,605,293,26100,3,"A Liberal government would pay for Alberta's vaccine passports.

A Conservative government would not, and would oppose them.

Just wanted to mention that.",[]
554,yungashleyH,I really just took a 6 hour nap,,31,9,11957,8828,i got the vaccine the minute i was allowed i would never “””do my own research” i failed 11th grade biology 3 times,[]
555,BillSmi78516986,,,58,44,3746,0,"@DavidJo45942322 @SusanDelacourt @fordnation @JustinTrudeau The feds are paying for it, many provinces have or will soon have their own. Provincial jurisdiction!!! 
Each province ran their own vaccine program. Kenney would have taken the feds to court arguing jurisdiction if they tried a national passport earlier.",[]
556,wnhensley,Saved by Grace through faith alone in Christ alone. Free thinker. DMs from strangers = instablocked.,,305,195,17193,2595,"We did a deeper dive into the law - 

The Biden Vaccine Mandate is unconstitutional. 

Here's why.

https://t.co/osPyurRyb7",[]
557,Closertoyeol_,#찬열 enlist 28'9'22 ❀ YeolmaeXunqi,Only • OT9 • Contra,705,697,52686,269,"210916 Sehun 💌

“Those people who are working, those people who are studying”
“It’ll be lunch time in a bit”
“I got my vaccine yesterday so I’m resting”
“My arm is slightly aching (he said this cutely🥺) but I don’t have a fever” 

Rest well Sehunnie 🥰🧡",[]
558,allytails,jaysar stan account | gojo simp | 2D men always on the mind | twewy hype squad | unofficial mom to the tokyo manji gang boys | #stopasianhate,New Jersey,1079,215,10305,93,"i love doing ""liberal gatekeeping"" which is to try and stop more vaccine misinformation from spreading at a time when ICUs are filling up with people who refuse to take a safe and free vaccine. also, yes tucker carlson is a white nationalist. https://t.co/lFFuWBhOKL",[]
559,oddlyunhappy,,Here.,861,21,1010,2809,Please stop saying the vaccine doesn't have severe side effects. I took my shots and now I'm alive and have to keep working,[]
560,EastwoodPark1,"President of Eastwood Park Gardens Citizens' Association (EPGCA). Views & Opinions are not that of the EPGCA.

Email: contacteastwoodpark [at] gmail [dot] com",St. Andrew,236,73,23899,2671,"Must Read: “Harvard Epidemiologist Dr @MartinKulldorff says that the case for Covid vac passports was just demolished...”

“...means vac passports are both unscientific &amp; discriminatory”

“Vac passports are also morally dubious”

#NoVaccinePassportAnywhere
https://t.co/5yz6X7sNnj",[]
561,ar11175007,"I have a job that lends much unearned credibility to my tweets.
Views my own eventual undoing.
RT=Russia Today.
8-digit 🤖 sock puppet reply guy. Don't block 😞",🇺🇳,2116,107,937,3,"I must say — prominently proposing a covid testing requirement at some future time and pitching it very controversially as a vaccine mandate was a genius way to divert attention from the workplace safety measures that are desperately needed right now as 2,000 people die per day",[]
562,954bangtan,#BANGTAN : team chicken curry 🇬🇾 | indo guyanese. 21. she/her,LLJ. LLG. LLJW. LLM. LLSS.,319,209,2147,12,"“I’d definitely recommend they get the vaccine, I’d b vaccinated too because I have to go on tour” but they ignore this.",[]
563,ExtraCanOfRope,Shin Megami Tensei IV and Persona 5 Royal ruined my brain,,2510,102,28100,93,"i love doing ""liberal gatekeeping"" which is to try and stop more vaccine misinformation from spreading at a time when ICUs are filling up with people who refuse to take a safe and free vaccine. also, yes tucker carlson is a white nationalist. https://t.co/lFFuWBhOKL",[]
564,onewildhog,,,3,13,264,0,"@ApYall @genesimmons People are looking for a cure that makes them both immune, and not a carrier.  We both know it doesn't work that way.  Thank you for letting us know the vaccine is doing it's job until a cure is found.",[]
565,ElaineChrist4,,,118,20,15148,1163,"The vaccine requirements under my COVID plan will cover one hundred million workers. Today, I met with businesses that are leading the way. Because vaccine requirements keep businesses open and workers safe. https://t.co/zx1J2oOOPx",[]
566,TJay830,,"New York, USA",275,70,5786,0,@MarkBra32931299 @Reuters But the Pope supports vaccine.,[]
567,Primejodytime,"Nice bum, where you from?",Boston,662,98,45229,737,BREAKING NEWS: Twitter suspends Nicki Minaj‘s account for tweeting dangerous vaccine misinformation about “swollen testicles” to her legions of followers. RT IF YOU AGREE WITH TWITTER’S DECISION!,[]
568,markeuleezz,4TEEN….💭 for #엔시티 #威神V #엑소 #레드벨벳 #에스파 #샤이니- 𝗺𝗮𝗿𝗸 𝗹𝘂𝗰𝗮𝘀 𝗰𝗵𝗮𝗻𝘆𝗲𝗼𝗹 𝘆𝗲𝗿𝗶 𝗸𝗮𝗿𝗶𝗻𝗮 && lOml ★___☆ ︎,she/her,2200,2120,22744,269,"210916 Sehun 💌

“Those people who are working, those people who are studying”
“It’ll be lunch time in a bit”
“I got my vaccine yesterday so I’m resting”
“My arm is slightly aching (he said this cutely🥺) but I don’t have a fever” 

Rest well Sehunnie 🥰🧡",[]
569,RoMag_,3d artist,"Merida, Yucatan, Mexico.",2240,180,5951,93,"i love doing ""liberal gatekeeping"" which is to try and stop more vaccine misinformation from spreading at a time when ICUs are filling up with people who refuse to take a safe and free vaccine. also, yes tucker carlson is a white nationalist. https://t.co/lFFuWBhOKL",[]
570,ppknjw,@weareoneEXO 🐥,,1773,114,205434,269,"210916 Sehun 💌

“Those people who are working, those people who are studying”
“It’ll be lunch time in a bit”
“I got my vaccine yesterday so I’m resting”
“My arm is slightly aching (he said this cutely🥺) but I don’t have a fever” 

Rest well Sehunnie 🥰🧡",[]
571,commondreams,Breaking news & opinion for the progressive community. Our mission: To inform. To inspire. To ignite change for the common good. https://t.co/CSymQR1P9L,"Portland, ME, USA",2979,79534,68586,3,"""Vaccine hoarding by rich countries and profiteering by rich pharma companies when millions across the world are being denied protection are not only morally wrong, but also shortsighted and dangerous."" https://t.co/9RC0H6Fvib",[]
572,yinathebomb,,,235,396,42623,3,imagine not being able to go to bars and restaurants cause you're a bitch and don't wanna get the vaccine LMFAOOOOOOOOOO couldn't be me fr,[]
573,martuvillamayor,🦂 she/her #BLM,"Weston, FL",472,997,34667,11914,A warning to others: I got the vaccine and now my boobs are so large and luscious I’ve received 13 marriage proposals in the last 2 days. Be careful out there.,[]
574,ymarinxx_,just two bitches,,124,147,19034,1900,your science teacher was handing back your tests face down but you wanna do your own research on the vaccine 🤨,[]
575,iDoWhittBest,,,491,395,14261,1900,your science teacher was handing back your tests face down but you wanna do your own research on the vaccine 🤨,[]
576,1evantearrs,,she/her • pro,2704,1567,36274,304,"210916 #세훈 #SEHUN #엑소세훈 💌
🐥 People who are working, people who are studying
🐥It's going to be lunchtime soon
🐥Yesterday I took my vaccine and was resting 
🐥Arm hurts [T/N: slight aegyo here], no fever

#EXO #엑소 @weareoneEXO","['세훈', 'SEHUN', '엑소세훈']"
577,Jeweljam1,,,980,299,34482,13,"In the 1970s, there were tens of thousands of cases of measles. By 2005, after the measles vaccine became mandatory, there were 66. Vaccine mandates work. https://t.co/BkHBoc3J2H",[]
578,Sandie882Sandie,🇺🇸,,3195,3103,146101,2261,"THIS. 
They’ve been censoring, cancelling, deleting, and lying about every single person who asks simple questions about the vaccine. The entire mainstream media is after @NICKIMINAJ and she did nothing wrong. 
Evil is real. https://t.co/tMxVkSVzJO",[]
579,DennisChars,"Pan. 10.9 bananas tall. Hug dispenser. 
#blacklivesmatter, #NativeAmerican rights (Turtle Mountain family), LGBTQAI+ rights 🏳️‍🌈, Mental Health
He/Him","Racine, WI",1080,1016,69976,82,"TW: 

The BC Assembly of First Nations is calling for the removal of Peoples Party Candidate Renate Siekmann after distribution of this flyer comparing residential school to vaccine mandates. https://t.co/NhMLTuotpr",[]
580,kahuna1mark,"Hermit, empathic, part Vulcan, admire beauty, compassion, anonymous generosity. Arctic melting . Eat the rich ,AZ *2.",Ferenginar,178,70,827,0,"@mjrowland68 Good-Nuclear is now how its pronounced. I do note a Nuclear Gaslight just occurred. No more talk about vaccine fail, or minister with a $1- million ""donation"" or well anything else. We have been royally ""gaslit"" via the nuclear option.",[]
581,Johnmfitzp,"Born in Yorkshire to a Irish & Welsh parents. Supports Ireland @ Rugby and Football. Interested music 🎶 , sports 🏉 politics  & drama 🎭",,2656,1015,61320,34,"""Let's make sure this does not turn into a pandemic of the unvaccinated"" @vonderleyen in #SOTEU highlights EU donations of vaccines to Africa - spending €1bn to ramp up production capacity in Africa. Says EU has shared 250m vaccine doses, and will share a further 200m till",['SOTEU']
582,juanitomaraj,Nicki Follows 04.15.17💕,,1208,2291,45910,817,"i hope this situation opens everyone’s eyes to the fact that THERE IS AN AGENDA.

the government wants to push the vaccine as much as possible &amp; anyone in their way will be censored. nicki minaj did not downplay the effectiveness of the vaccine, just asked questions. OPEN UR EYES",[]
583,Zach_Hansen55,"Puget Sound engineer, now attorney. Father of Daughters. Unthinking respect for authority is the greatest enemy of truth.","Tacoma, WA",700,94,35202,694,"1. So I watched hours of footage from recent Christian nationalist gatherings.

Turns out, their new message encourages devotees to attend school board meetings and preach a mix of Christian nationalism, QAnon &amp; intense opposition to mask/vaccine mandates. https://t.co/ZiRe4uMz5P",[]
584,JustinPNW360,"A dad, husband, avid camper and lover of video games.","Washington, USA",344,557,29638,53,"Twitter said it has not penalized Nicki Minaj in any way. The White House said it offered her a phone call, not an in-person visit. Top public health officials in multiple countries say her claims about vaccines/swollen testicles are false. https://t.co/0hEbxHm9pM",[]
585,vin_lawrence,,"Toronto, Ontario ",354,307,4928,2809,Please stop saying the vaccine doesn't have severe side effects. I took my shots and now I'm alive and have to keep working,[]
586,high_light,"he/him
MMA comments and dick jokes.Superstar on MMA/tekken crossover twitter. I don't follow back.","Massachusetts, USA",146,999,123073,93,"i love doing ""liberal gatekeeping"" which is to try and stop more vaccine misinformation from spreading at a time when ICUs are filling up with people who refuse to take a safe and free vaccine. also, yes tucker carlson is a white nationalist. https://t.co/lFFuWBhOKL",[]
587,LuxeAndBeam,"Dad of 3, Married AF, Middle leaning left because I'm not insane. Being logical and kind, not always at the same time.",,109,25,2068,0,"@CapitalistDank @Charlie26163572 @PollTrackerUSA I'm already ok. What I'm not ok with is ""opinions"" based on absolute lunacy found while your TV dinner exits into a toilet. Like, I don't know, the way you clearly have no clue how a vaccine works even though a simple search would educate you.",[]
588,RaymondHyson,"Hassle-free, Long-term Investing Mastery | Retired 20-year Air Force Veteran","Kansas City, Missouri",2009,1473,7574,3244,BREAKING: A new poll shows that a majority of Americans support vaccine requirements for airline passengers to fly and for sports fans to enter arenas. RT IF YOU’RE ONE OF THOSE AMERICANS!,[]
589,JaredGM19,"Transportation, schools, other stuff in Manassas and Prince William County for @insidenova. Formerly @WJWeek, @SavingPlaces","Washington, DC",2188,340,2605,0,Board approved the changes to citizen comment as well as the vaccine mandate unanimously. Sped through the rest of the agenda. Meeting adjourned. Fuller story coming.,[]
590,ChristieS2019,"I'm a certified female sport junkie  ❤ All things green........Capitals, Rowdy Busch, Cowboys, IFB
#SFB11 #ALLCAPS #MentalHealth #FF
#BeKind","Maryland, USA",4954,2281,17591,7,"My cousin's friend got his covid vaccine then BOOM, months later he didn't get Elijah Mitchell on waivers even though he bid 100%.",[]
591,shubhadam13,,,539,192,75992,2216,"What actually happened
1)Rich India administered 750 Mn jabs of vaccines ""Made in India""
2)We donated 75 Mn vaccines to 70+ countries amongst which was poor Canada
3)We developed worlds 1st DNA covid vaccine by being unscientific
4)We put haters like @chetan_bhagat in their place https://t.co/gMLqwhF4EW",[]
592,WendigoRewind,I’m new here,,328,588,372,154,Movie idea: They threaten to release a virus to curb overpopulation so a resistance band comes out with vaccines but it turns out they were controlled opposition the whole time &amp; the vaccine is the real virus,[]
593,redmama994,,"Manitoba, Canada",2031,600,17081,4,"""There is not"" a clear answer right now on whether or not we need Covid-19 vaccine boosters, says NIH Director Francis Collins. https://t.co/NBUFknAiTa https://t.co/TcHhDrtQn1",[]
594,Kreed0528,"Mom, Nana, Democrat living in a red state. #VoteBlueNoMatterWho. #BidenHarris2020",Tennessee,4341,4097,73294,1,Rachel Maddow video in the article that really puts a damper on Republican complaints of dictatorship. https://t.co/6T5THZWup7 via @MSNBC,[]
595,oilaman,,,846,492,95628,2261,"THIS. 
They’ve been censoring, cancelling, deleting, and lying about every single person who asks simple questions about the vaccine. The entire mainstream media is after @NICKIMINAJ and she did nothing wrong. 
Evil is real. https://t.co/tMxVkSVzJO",[]
596,AliAdair22,"Former journalist, hate corruption, MArch, AIA Assoc, LEED AP B+C, #UnKochAmerica #ClimateChangeIsReal #NoConCon4AnyReason #TrumpForPrison",DC-MD-VA area,26102,28777,497078,1063,"At least seven conservative radio hosts and high-profile anti-mask and anti-vaccine advocates have died from COVID-19 in recent weeks:

Dick Farrel
Phil Valentine
Marc Bernier
Robert David Steele
Caleb Wallace
Pressley Stutts 
Bob Enyart

Please let me know if I missed anyone.",[]
597,Socdem_Michael,"Progressive, Social Democrat, Secular Humanist, B.A. in Political Science",,667,4124,23008,93,"i love doing ""liberal gatekeeping"" which is to try and stop more vaccine misinformation from spreading at a time when ICUs are filling up with people who refuse to take a safe and free vaccine. also, yes tucker carlson is a white nationalist. https://t.co/lFFuWBhOKL",[]
598,mateogudelj,🇭🇷🇨🇦,"Vancouver, British Columbia",227,395,8619,2,"I would like to thank God, Rachel Notley, and common sense for this vaccine passport",[]
599,BeanLols,"Golf, Rodeo, Running and Yoga - An active life is a life well lived",AZ 🇺🇲  AB 🇨🇦,290,407,57717,109,"BREAKING: Less than 24 hours after the recall, Los Angeles announces they will require vaccine proof for bars, restaurants, nightclubs and events according to @FOXLA.",[]
600,FamousRob,"Planner / Strategist / Writer in Sydney. Love games, music, films, etc. All opinions are my personal ones. Living on Wangal Land.",Sydney,3033,1587,58845,17,"2/

so to be scientifically honest you should avoid reassurance AND childhood infections until concerns from Israel, UK &amp; US doctors are properly investigated.
Vaccine is nearly here!

Aust : no all you overseas are wrong. We have next to no experience of this so relax.

/3",[]
601,Frostbite___,Research Specialist | MS - Anatomy & Pathology | Garifuna | Latinx & Caribbean Studies | Tom Hiddleston Stan | Wedding Officiant | bi/ace/nb she/them♿️🏳️‍🌈🌹,Tom Hiddleston’s Bed,994,5171,443888,3367,"Anti-vaccine activist who said ""there's no epidemic"" dies of COVID - Newsweek https://t.co/SvgSwLPykS",[]
602,ealight461,#TheResistance. #Blacklivesmatter,"New Jersey, USA",19402,17879,198064,737,BREAKING NEWS: Twitter suspends Nicki Minaj‘s account for tweeting dangerous vaccine misinformation about “swollen testicles” to her legions of followers. RT IF YOU AGREE WITH TWITTER’S DECISION!,[]
603,yeast223,God. Guns. Family. Freedom.,Online,1164,1596,152100,1990,"JUST IN - Moderna now says the protection of their #COVID19 vaccine wanes, too. Makes case for booster shots based on ""new data"" (Reuters)",['COVID19']
604,utliberal,"A liberal. Who believes labor is not just a cost center, but a vital cog in the economic machine.",Salt lake City. Ut,2192,2088,117349,203,"""This is death by anti-science and a lot of this has been coming out of the nighttime Fox News,"" Dr. Peter Hotez says about the widespread Covid-19 vaccine misinformation. https://t.co/d3epspq8JJ",[]
605,_briannaaaaaaa,literally just vibing,,419,683,27245,8828,i got the vaccine the minute i was allowed i would never “””do my own research” i failed 11th grade biology 3 times,[]
606,darkiepadmae,"id-en-jp ♡ work-related complaints ♡ 嵐, NEWS, HSJ & other Johnny's talents, amazarashi, acidman, tobi, prog/power metal ♡ intp-t ♡ type 6 ballanced wings",indonesia,234,58,40635,127,Pope puzzled about vaccine hesitancy in the Church https://t.co/QhXwVmA3Qs,[]
607,R_L_A_G,"I am myself. Asperger's.  Artistic. Gamer. Literary.  Untried cooking. Faith. Academia. Never part of any politician's fanclub, supporters or worship.",Oklahoma,591,829,124004,0,"TFW, there are people that think viruses adapt fast on their own. The fact the vaccine even exist at all, actually accelerates adaptation of of viruses. It protects your immune system still though.",[]
608,PhilDeCarolis,Follow at https://t.co/obrjpQYRWN for real-time liberty based news. Also visit https://t.co/5leXf8Kfg9 and https://t.co/sElznGA1r2,"Southern California, U.S.",35,3456,1518622,9,"Los Angeles County to demand proof of vaccination at indoor bars, jab certificate or negative Covid test at large outdoor events https://t.co/Wgv9Ll3SOR",[]
609,rah71809218,RN,,131,75,16289,0,@gtconway3d @RobGeorge The end goal? Scare men away from vaccine?,[]
610,2jamielynn,"Simply #GodsGirl 🥀💃
https://t.co/EhIHqvzHgS🌹#TrumpGirl 2020 
#Single & #Lovin It 💋",,2830,3254,36179,0,"President Trump did take the vaccine💉 but he also GAVE YOU A CHOICE, HE DIDN'T MANDATE IT!!! BIG DIFFERENCE THERE!! SOME KNUCKLEHEADS STILL CAN'T FIGURE THIS OUT!! ALL THEY WANT TO DO IS ARGUE WITH YOU! WELL TRUMP DID IT! SO WHAT! Choices are OUR  FREEDOMS!",[]
611,isilva3131,rip joe 💯💯🕊2/30/19,,772,166,4413,8828,i got the vaccine the minute i was allowed i would never “””do my own research” i failed 11th grade biology 3 times,[]
612,NahShxn,Normal Dude | Music Dude| Twitch Affiliate Dude| Mad hoes | He/Him |#blacklivesmatter | Ehh… it’ll work out in the end.✨💕✨💕,,671,948,69547,1223,When people are like aren’t u worried the vaccine will make u infertile it’s like no I’d personally consider that a 2 for 1 deal,[]
613,periodt_tristan,I got the voodoo for you bitches! Doja Cat and Nicki Minaj stan 🪐,,17,10,312,28,"Nicki Minaj is literally being crucified for simply stating that she was gonna do her research before getting the vaccine, especially for being a first time mom and she clearly stated that eventually she was going to get the vaccine cause she was gonna go on tour.",[]
614,hillary9527,“What’s the matter? You don’t have enough rain to make up your storm?”,"Arizona, USA",306,160,6753,1900,your science teacher was handing back your tests face down but you wanna do your own research on the vaccine 🤨,[]
